timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1633945289681,911,Tracker PV,200,,Http URL/API Test 1-3,text,true,,2068,1417,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750d5c05a4,797,0,677
1633945289881,711,Tracker PV,200,,Http URL/API Test 1-5,text,true,,2068,1417,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750d6005d2,597,0,477
1633945289681,800,Tracker PV-0,302,,Http URL/API Test 1-3,text,true,,1081,666,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA,797,0,677
1633945289881,600,Tracker PV-0,302,,Http URL/API Test 1-5,text,true,,1081,666,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA,597,0,477
1633945290487,105,Tracker PV-1,200,,Http URL/API Test 1-3,text,true,,987,751,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750d5c05a4,105,0,0
1633945290487,105,Tracker PV-1,200,,Http URL/API Test 1-5,text,true,,987,751,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750d6005d2,105,0,0
1633945289569,1048,Tracker PV,200,,Http URL/API Test 1-1,text,true,,2068,1417,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750d86058f,929,0,789
1633945289569,929,Tracker PV-0,302,,Http URL/API Test 1-1,text,true,,1081,666,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA,929,0,789
1633945290498,119,Tracker PV-1,200,,Http URL/API Test 1-1,text,true,,987,751,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750d86058f,119,0,0
1633945289982,646,Tracker PV,200,,Http URL/API Test 1-6,text,true,,2068,1417,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750dc805a0,532,0,410
1633945289982,532,Tracker PV-0,302,,Http URL/API Test 1-6,text,true,,1081,666,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA,532,0,410
1633945290515,113,Tracker PV-1,200,,Http URL/API Test 1-6,text,true,,987,751,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750dc805a0,113,0,0
1633945290083,557,Tracker PV,200,,Http URL/API Test 1-7,text,true,,2068,1417,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750df405da,459,0,342
1633945290083,459,Tracker PV-0,302,,Http URL/API Test 1-7,text,true,,1081,666,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA,459,0,342
1633945290543,97,Tracker PV-1,200,,Http URL/API Test 1-7,text,true,,987,751,12,12,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750df405da,97,0,0
1633945290596,102,CM request,200,,Http URL/API Test 1-3,bin,true,,757,380,13,13,https://tracker.exaudi.neodatagroup.eu/cm?pv=dbm&sid=1&rt=img&rnd=994476122222&google_gid=CAESELy7l2rr70NkA3uPpecUo68&google_cver=1,102,0,0
1633945290595,106,CM request,200,,Http URL/API Test 1-5,bin,true,,757,380,13,13,https://tracker.exaudi.neodatagroup.eu/cm?pv=dbm&sid=1&rt=img&rnd=994476122222&google_gid=CAESELy7l2rr70NkA3uPpecUo68&google_cver=1,106,0,0
1633945290619,95,CM request,200,,Http URL/API Test 1-1,bin,true,,757,380,13,13,https://tracker.exaudi.neodatagroup.eu/cm?pv=dbm&sid=1&rt=img&rnd=994476122222&google_gid=CAESELy7l2rr70NkA3uPpecUo68&google_cver=1,95,0,0
1633945290630,112,CM request,200,,Http URL/API Test 1-6,bin,true,,757,380,13,13,https://tracker.exaudi.neodatagroup.eu/cm?pv=dbm&sid=1&rt=img&rnd=994476122222&google_gid=CAESELy7l2rr70NkA3uPpecUo68&google_cver=1,111,0,0
1633945290641,103,CM request,200,,Http URL/API Test 1-7,bin,true,,757,380,13,13,https://tracker.exaudi.neodatagroup.eu/cm?pv=dbm&sid=1&rt=img&rnd=994476122222&google_gid=CAESELy7l2rr70NkA3uPpecUo68&google_cver=1,103,0,0
1633945290181,586,Tracker PV,200,,Http URL/API Test 1-8,text,true,,2068,1417,13,13,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750ee205d9,485,0,382
1633945290181,485,Tracker PV-0,302,,Http URL/API Test 1-8,text,true,,1081,666,13,13,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA,485,0,382
1633945290666,101,Tracker PV-1,200,,Http URL/API Test 1-8,text,true,,987,751,13,13,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750ee205d9,101,0,0
1633945290698,91,EVENT,200,,Http URL/API Test 1-3,bin,true,,613,484,14,14,https://tracker.exaudi.neodatagroup.eu/events?sid=999&cat=UTM&lbl=&val=evtcampaign_test&ur=file%3A%2F%2F%2FC%3A%2FUsers%2Fsalvo.asero%2FDesktop%2Fexaudineodata%2Findex.html%3Futm_campaign%3Dtest&re=&rt=img&rnd=1260451234249,91,0,0
1633945290701,120,EVENT,200,,Http URL/API Test 1-5,bin,true,,613,484,14,14,https://tracker.exaudi.neodatagroup.eu/events?sid=999&cat=UTM&lbl=&val=evtcampaign_test&ur=file%3A%2F%2F%2FC%3A%2FUsers%2Fsalvo.asero%2FDesktop%2Fexaudineodata%2Findex.html%3Futm_campaign%3Dtest&re=&rt=img&rnd=1260451234249,120,0,0
1633945290715,106,EVENT,200,,Http URL/API Test 1-1,bin,true,,613,484,14,14,https://tracker.exaudi.neodatagroup.eu/events?sid=999&cat=UTM&lbl=&val=evtcampaign_test&ur=file%3A%2F%2F%2FC%3A%2FUsers%2Fsalvo.asero%2FDesktop%2Fexaudineodata%2Findex.html%3Futm_campaign%3Dtest&re=&rt=img&rnd=1260451234249,106,0,0
1633945290282,562,Tracker PV,200,,Http URL/API Test 1-9,text,true,,2068,1417,14,14,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750f7e0586,460,0,358
1633945289583,1261,Tracker PV,200,,Http URL/API Test 1-2,text,true,,2068,1417,14,14,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750f7c05b9,1159,0,1057
1633945290282,460,Tracker PV-0,302,,Http URL/API Test 1-9,text,true,,1081,666,14,14,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA,460,0,358
1633945289583,1159,Tracker PV-0,302,,Http URL/API Test 1-2,text,true,,1081,666,14,14,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA,1159,0,1057
1633945290742,102,Tracker PV-1,200,,Http URL/API Test 1-9,text,true,,987,751,14,14,https://tracker.exaudi.neodatagroup.eu/pv?sid=999&rnd=1400234593842&id=11187&ad=122308&rs=1920x1080&lg=it&tz=-120&ur=https%3A%2F%2Fwww.neodatagroup.com%2F&re=&co=24&gdpr=1&gdpr_consent=CPHHbAsPHHbAsAKAeAITBcCsAP_AAH_AABCYH3tf_X__bX9j-_59__t0eY1f9_7_v-wzjhfdt-8N2P_X_L0X42E7PF36pq4KuR4Eu3LBIQNlHOHUTUmw6okVrTPsak2Mr7NKJ7LEmnMZe2dYGHtfn91TuZKY7_78_9fz3_-v_v___9f3r-3_3__59X---_e_V399zLv9__3__9geAASYal8AFmJY4Ek0aVQogQhWEh0AoAKKAYWiawgYXBTsrAI9QQMAEBqAjAiBBiCjFgEAAAEASERASAHggEQBEAgABACpAQgAImAQWAFgYBAAKAaFiBFAEIEhBkcFRymBARItFBPJWAJRd7GGEIZRYAUCj-iowEShBAAA.cHAAAAgAAAAA&neoid=2f8dd750f7e0586,101,0,0
